probe_loc_code,target_loc_code,facing_angle,ego_direction,steps,ego_direction_opt2
loc16,loc4,90,180,5,
loc16,loc4,180,90,5,
loc16,loc4,270,0,5,
loc16,loc5,0,90,5,
loc16,loc5,90,180,5,
loc16,loc5,180,90,5,
loc16,loc5,270,0,5,
loc16,loc6,0,90,6,
loc16,loc6,90,180,6,
loc16,loc6,180,90,6,
loc16,loc6,270,0,6,
loc16,loc7,0,90,3,
loc16,loc7,90,180,3,
loc16,loc7,180,90,3,
loc16,loc7,270,0,3,
loc16,loc8,0,90,4,
loc16,loc8,90,180,4,
loc16,loc8,180,90,4,
loc16,loc8,270,0,4,
loc16,loc9,0,90,4,
loc16,loc9,90,180,4,
loc16,loc9,180,90,4,
loc16,loc9,270,0,4,
loc16,loc10,0,90,5,
loc16,loc10,90,180,5,
loc16,loc10,180,90,5,
loc16,loc10,270,0,5,
loc16,loc11,0,90,2,
loc16,loc11,90,180,2,
loc16,loc11,180,90,2,
loc16,loc11,270,0,2,
loc16,loc12,0,90,3,
loc16,loc12,90,180,3,
loc16,loc12,180,90,3,
loc16,loc12,270,0,3,
loc16,loc13,0,90,3,
loc16,loc13,90,180,3,
loc16,loc13,180,90,3,
loc16,loc13,270,0,3,
loc16,loc14,0,90,2,
loc16,loc14,90,180,2,
loc16,loc14,180,90,2,
loc16,loc14,270,0,2,
loc16,loc15,0,90,1,
loc16,loc15,90,180,1,
loc16,loc15,180,90,1,
loc16,loc15,270,0,1,
